date,precinct,accident_count
2020-10-31,MADISO,7
2020-10-31,MIDTOW,8
2020-10-31,NORTH,5
2020-10-31,SOUTH,17
2020-10-31,WEST,6
2020-11-01,CENTRA,3
2020-11-01,EAST,4
2020-11-01,HERMIT,8
2020-11-01,MADISO,4
2020-11-01,MIDTOW,2
2020-11-01,NORTH,3
2020-11-01,SOUTH,13
2020-11-01,WEST,5
2020-11-02,CENTRA,2
2020-11-02,EAST,6
2020-11-02,HERMIT,5
2020-11-02,MADISO,9
2020-11-02,MIDTOW,2
2020-11-02,NORTH,6
2020-11-02,SOUTH,11
2020-11-02,WEST,6
2020-11-03,CENTRA,4
2020-11-03,EAST,6
2020-11-03,HERMIT,11
2020-11-03,MADISO,5
2020-11-03,MIDTOW,7
2020-11-03,NORTH,5
2020-11-03,SOUTH,12
2020-11-03,WEST,8
2020-11-04,CENTRA,5
2020-11-04,EAST,2
2020-11-04,HERMIT,9
2020-11-04,MADISO,5
2020-11-04,MIDTOW,9
2020-11-04,NORTH,2
2020-11-04,SOUTH,11
2020-11-04,WEST,5
2020-11-05,CENTRA,4
2020-11-05,EAST,6
2020-11-05,HERMIT,7
2020-11-05,MADISO,5
2020-11-05,MIDTOW,10
2020-11-05,NORTH,2
2020-11-05,SOUTH,11
2020-11-05,WEST,10
2020-11-06,CENTRA,4
2020-11-06,EAST,8
2020-11-06,HERMIT,12
2020-11-06,MADISO,4
2020-11-06,MIDTOW,7
2020-11-06,NORTH,9
2020-11-06,SOUTH,17
2020-11-06,WEST,7
2020-11-07,CENTRA,3
2020-11-07,EAST,6
2020-11-07,HERMIT,6
2020-11-07,MADISO,5
2020-11-07,MIDTOW,2
2020-11-07,NORTH,12
2020-11-07,SOUTH,8
2020-11-07,WEST,7
2020-11-08,CENTRA,4
2020-11-08,EAST,2
2020-11-08,HERMIT,5
2020-11-08,MADISO,6
2020-11-08,MIDTOW,3
2020-11-08,NORTH,6
2020-11-08,SOUTH,13
2020-11-08,WEST,4
2020-11-09,CENTRA,3
2020-11-09,EAST,2
2020-11-09,HERMIT,10
2020-11-09,MADISO,4
2020-11-09,MIDTOW,6
2020-11-09,NORTH,5
2020-11-09,SOUTH,12
2020-11-09,WEST,9
2020-11-10,CENTRA,5
2020-11-10,EAST,3
2020-11-10,HERMIT,11
2020-11-10,MADISO,4
2020-11-10,MIDTOW,11
2020-11-10,NORTH,3
2020-11-10,SOUTH,12
2020-11-10,WEST,13
2020-11-11,CENTRA,5
2020-11-11,EAST,5
2020-11-11,HERMIT,6
2020-11-11,MADISO,7
2020-11-11,MIDTOW,11
2020-11-11,NORTH,6
2020-11-11,SOUTH,15
2020-11-11,WEST,3
2020-11-12,CENTRA,4
2020-11-12,EAST,8
2020-11-12,HERMIT,10
2020-11-12,MADISO,6
2020-11-12,MIDTOW,11
2020-11-12,NORTH,8
2020-11-12,SOUTH,13
2020-11-12,WEST,11
2020-11-13,CENTRA,4
2020-11-13,EAST,10
2020-11-13,HERMIT,10
2020-11-13,MADISO,8
2020-11-13,MIDTOW,12
2020-11-13,NORTH,8
2020-11-13,SOUTH,9
2020-11-13,WEST,5
2020-11-14,CENTRA,5
2020-11-14,EAST,2
2020-11-14,HERMIT,9
2020-11-14,MADISO,6
2020-11-14,MIDTOW,4
2020-11-14,NORTH,8
2020-11-14,SOUTH,10
2020-11-14,WEST,4
2020-11-15,CENTRA,2
2020-11-15,EAST,4
2020-11-15,HERMIT,9
2020-11-15,MADISO,5
2020-11-15,MIDTOW,7
2020-11-15,NORTH,9
2020-11-15,SOUTH,6
2020-11-15,WEST,3
2020-11-16,CENTRA,8
2020-11-16,EAST,10
2020-11-16,HERMIT,7
2020-11-16,MADISO,4
2020-11-16,MIDTOW,11
2020-11-16,NORTH,5
2020-11-16,SOUTH,13
2020-11-16,WEST,1
2020-11-17,CENTRA,2
2020-11-17,EAST,2
2020-11-17,HERMIT,10
2020-11-17,MADISO,6
2020-11-17,MIDTOW,8
2020-11-17,NORTH,4
2020-11-17,SOUTH,10
2020-11-17,WEST,7
2020-11-18,CENTRA,3
2020-11-18,EAST,4
2020-11-18,HERMIT,6
2020-11-18,MADISO,7
2020-11-18,MIDTOW,14
2020-11-18,NORTH,2
2020-11-18,SOUTH,13
2020-11-18,WEST,8
2020-11-19,CENTRA,5
2020-11-19,EAST,3
2020-11-19,HERMIT,11
2020-11-19,MADISO,7
2020-11-19,MIDTOW,11
2020-11-19,NORTH,7
2020-11-19,SOUTH,21
2020-11-19,WEST,4
2020-11-20,CENTRA,9
2020-11-20,EAST,8
2020-11-20,HERMIT,12
2020-11-20,MADISO,5
2020-11-20,MIDTOW,5
2020-11-20,NORTH,8
2020-11-20,SOUTH,16
2020-11-20,WEST,11
2020-11-21,CENTRA,6
2020-11-21,EAST,10
2020-11-21,HERMIT,7
2020-11-21,MADISO,5
2020-11-21,MIDTOW,1
2020-11-21,NORTH,9
2020-11-21,SOUTH,11
2020-11-21,WEST,4
2020-11-22,CENTRA,2
2020-11-22,EAST,7
2020-11-22,HERMIT,8
2020-11-22,MADISO,4
2020-11-22,MIDTOW,2
2020-11-22,NORTH,9
2020-11-22,SOUTH,12
2020-11-22,WEST,8
2020-11-23,CENTRA,2
2020-11-23,EAST,3
2020-11-23,HERMIT,6
2020-11-23,MADISO,8
2020-11-23,MIDTOW,7
2020-11-23,NORTH,7
2020-11-23,SOUTH,9
2020-11-23,WEST,3
2020-11-24,CENTRA,2
2020-11-24,EAST,4
2020-11-24,HERMIT,6
2020-11-24,MADISO,6
2020-11-24,MIDTOW,4
2020-11-24,NORTH,6
2020-11-24,SOUTH,12
2020-11-24,WEST,5
2020-11-25,CENTRA,2
2020-11-25,EAST,5
2020-11-25,HERMIT,7
2020-11-25,MADISO,5
2020-11-25,MIDTOW,3
2020-11-25,NORTH,9
2020-11-25,SOUTH,16
2020-11-25,WEST,5
2020-11-26,EAST,4
2020-11-26,HERMIT,2
2020-11-26,MADISO,4
2020-11-26,NORTH,3
2020-11-26,SOUTH,4
2020-11-26,WEST,1
2020-11-27,CENTRA,1
2020-11-27,EAST,1
2020-11-27,HERMIT,6
2020-11-27,MADISO,5
2020-11-27,MIDTOW,3
2020-11-27,NORTH,2
2020-11-27,SOUTH,12
2020-11-27,WEST,3
2020-11-28,CENTRA,4
2020-11-28,EAST,3
2020-11-28,HERMIT,4
2020-11-28,MADISO,6
2020-11-28,MIDTOW,3
2020-11-28,NORTH,7
2020-11-28,SOUTH,9
2020-11-28,WEST,1
2020-11-29,CENTRA,3
2020-11-29,EAST,4
2020-11-29,HERMIT,13
2020-11-29,MADISO,5
2020-11-29,MIDTOW,5
2020-11-29,NORTH,4
2020-11-29,SOUTH,18
2020-11-29,WEST,4
2020-11-30,CENTRA,6
2020-11-30,EAST,5
2020-11-30,HERMIT,17
2020-11-30,MADISO,5
2020-11-30,MIDTOW,10
2020-11-30,NORTH,5
2020-11-30,SOUTH,18
2020-11-30,WEST,6
2020-12-01,CENTRA,5
2020-12-01,EAST,10
2020-12-01,HERMIT,9
2020-12-01,MADISO,2
2020-12-01,MIDTOW,4
2020-12-01,NORTH,6
2020-12-01,SOUTH,15
2020-12-01,WEST,4
2020-12-02,CENTRA,3
2020-12-02,EAST,5
2020-12-02,HERMIT,10
2020-12-02,MADISO,1
2020-12-02,MIDTOW,7
2020-12-02,NORTH,7
2020-12-02,SOUTH,15
2020-12-02,WEST,10
2020-12-03,CENTRA,4
2020-12-03,EAST,4
2020-12-03,HERMIT,6
2020-12-03,MADISO,4
2020-12-03,MIDTOW,10
2020-12-03,NORTH,5
2020-12-03,SOUTH,20
2020-12-03,WEST,7
2020-12-04,CENTRA,6
2020-12-04,EAST,9
2020-12-04,HERMIT,16
2020-12-04,MADISO,3
2020-12-04,MIDTOW,9
2020-12-04,NORTH,6
2020-12-04,SOUTH,18
2020-12-04,WEST,9
2020-12-05,CENTRA,4
2020-12-05,EAST,3
2020-12-05,HERMIT,9
2020-12-05,MADISO,10
2020-12-05,MIDTOW,7
2020-12-05,NORTH,3
2020-12-05,SOUTH,9
2020-12-05,WEST,3
2020-12-06,CENTRA,2
2020-12-06,EAST,2
2020-12-06,HERMIT,11
2020-12-06,MADISO,2
2020-12-06,MIDTOW,6
2020-12-06,NORTH,1
2020-12-06,SOUTH,2
2020-12-06,WEST,2
2020-12-07,CENTRA,1
2020-12-07,EAST,2
2020-12-07,HERMIT,8
2020-12-07,MADISO,3
2020-12-07,MIDTOW,7
2020-12-07,NORTH,6
2020-12-07,SOUTH,9
2020-12-07,WEST,1
2020-12-08,CENTRA,6
2020-12-08,EAST,2
2020-12-08,HERMIT,9
2020-12-08,MADISO,2
2020-12-08,MIDTOW,4
2020-12-08,NORTH,2
2020-12-08,SOUTH,8
2020-12-08,WEST,6
2020-12-09,CENTRA,2
2020-12-09,EAST,1
2020-12-09,HERMIT,10
2020-12-09,MADISO,5
2020-12-09,MIDTOW,12
2020-12-09,NORTH,4
2020-12-09,SOUTH,13
2020-12-09,WEST,4
2020-12-10,CENTRA,2
2020-12-10,EAST,8
2020-12-10,HERMIT,11
2020-12-10,MADISO,3
2020-12-10,MIDTOW,7
2020-12-10,NORTH,3
2020-12-10,SOUTH,9
2020-12-10,WEST,9
2020-12-11,CENTRA,3
2020-12-11,EAST,5
2020-12-11,HERMIT,2
2020-12-11,MADISO,4
2020-12-11,MIDTOW,3
2020-12-11,NORTH,2
2020-12-11,SOUTH,11
2020-12-11,WEST,7
2020-12-12,CENTRA,4
2020-12-12,EAST,4
2020-12-12,HERMIT,9
2020-12-12,MADISO,7
2020-12-12,MIDTOW,3
2020-12-12,NORTH,4
2020-12-12,SOUTH,13
2020-12-12,WEST,2
2020-12-13,CENTRA,2
2020-12-13,EAST,3
2020-12-13,HERMIT,10
2020-12-13,MADISO,4
2020-12-13,MIDTOW,2
2020-12-13,NORTH,2
2020-12-13,SOUTH,12
2020-12-13,WEST,2
2020-12-14,CENTRA,7
2020-12-14,EAST,4
2020-12-14,HERMIT,5
2020-12-14,MADISO,3
2020-12-14,MIDTOW,5
2020-12-14,NORTH,4
2020-12-14,SOUTH,5
2020-12-14,WEST,4
2020-12-15,CENTRA,3
2020-12-15,EAST,2
2020-12-15,HERMIT,8
2020-12-15,MADISO,7
2020-12-15,MIDTOW,5
2020-12-15,NORTH,5
2020-12-15,SOUTH,7
2020-12-15,WEST,3
2020-12-16,CENTRA,6
2020-12-16,EAST,6
2020-12-16,HERMIT,17
2020-12-16,MADISO,8
2020-12-16,MIDTOW,11
2020-12-16,NORTH,3
2020-12-16,SOUTH,21
2020-12-16,WEST,5
2020-12-17,CENTRA,5
2020-12-17,EAST,3
2020-12-17,HERMIT,12
2020-12-17,MADISO,4
2020-12-17,MIDTOW,16
2020-12-17,NORTH,10
2020-12-17,SOUTH,16
2020-12-17,WEST,5
2020-12-18,CENTRA,4
2020-12-18,EAST,4
2020-12-18,HERMIT,12
2020-12-18,MADISO,9
2020-12-18,MIDTOW,8
2020-12-18,NORTH,6
2020-12-18,SOUTH,12
2020-12-18,WEST,5
2020-12-19,CENTRA,1
2020-12-19,EAST,10
2020-12-19,HERMIT,13
2020-12-19,MADISO,10
2020-12-19,MIDTOW,4
2020-12-19,NORTH,3
2020-12-19,SOUTH,8
2020-12-19,WEST,3
2020-12-20,CENTRA,4
2020-12-20,EAST,2
2020-12-20,HERMIT,7
2020-12-20,MADISO,4
2020-12-20,MIDTOW,2
2020-12-20,NORTH,7
2020-12-20,SOUTH,12
2020-12-20,WEST,4
2020-12-21,CENTRA,4
2020-12-21,EAST,6
2020-12-21,HERMIT,9
2020-12-21,MADISO,4
2020-12-21,MIDTOW,11
2020-12-21,NORTH,6
2020-12-21,SOUTH,11
2020-12-21,WEST,5
2020-12-22,CENTRA,6
2020-12-22,EAST,7
2020-12-22,HERMIT,8
2020-12-22,MADISO,6
2020-12-22,MIDTOW,6
2020-12-22,NORTH,5
2020-12-22,SOUTH,8
2020-12-22,WEST,8
2020-12-23,CENTRA,3
2020-12-23,EAST,5
2020-12-23,HERMIT,5
2020-12-23,MADISO,3
2020-12-23,MIDTOW,13
2020-12-23,NORTH,9
2020-12-23,SOUTH,14
2020-12-23,WEST,4
2020-12-24,CENTRA,4
2020-12-24,EAST,9
2020-12-24,HERMIT,17
2020-12-24,MADISO,2
2020-12-24,MIDTOW,3
2020-12-24,NORTH,8
2020-12-24,SOUTH,16
2020-12-24,WEST,5
2020-12-25,CENTRA,2
2020-12-25,HERMIT,11
2020-12-25,MADISO,3
2020-12-25,MIDTOW,2
2020-12-25,NORTH,4
2020-12-25,SOUTH,14
2020-12-25,WEST,4
2020-12-26,CENTRA,1
2020-12-26,EAST,1
2020-12-26,HERMIT,4
2020-12-26,MADISO,2
2020-12-26,MIDTOW,2
2020-12-26,NORTH,4
2020-12-26,SOUTH,9
2020-12-26,WEST,1
2020-12-27,CENTRA,2
2020-12-27,EAST,1
2020-12-27,HERMIT,1
2020-12-27,MADISO,4
2020-12-27,MIDTOW,3
2020-12-27,NORTH,2
2020-12-27,SOUTH,8
2020-12-28,CENTRA,1
2020-12-28,EAST,4
2020-12-28,HERMIT,13
2020-12-28,MADISO,2
2020-12-28,MIDTOW,7
2020-12-28,NORTH,4
2020-12-28,SOUTH,5
2020-12-28,WEST,7
2020-12-29,CENTRA,4
2020-12-29,EAST,3
2020-12-29,HERMIT,10
2020-12-29,MADISO,2
2020-12-29,MIDTOW,2
2020-12-29,NORTH,2
2020-12-29,SOUTH,8
2020-12-29,WEST,5
2020-12-30,CENTRA,3
2020-12-30,EAST,5
2020-12-30,HERMIT,8
2020-12-30,MADISO,5
2020-12-30,MIDTOW,8
2020-12-30,NORTH,8
2020-12-30,SOUTH,13
2020-12-30,WEST,11
2020-12-31,CENTRA,7
2020-12-31,EAST,1
2020-12-31,HERMIT,14
2020-12-31,MADISO,6
2020-12-31,MIDTOW,5
2020-12-31,NORTH,8
2020-12-31,SOUTH,12
2020-12-31,WEST,4
2021-01-01,CENTRA,2
2021-01-01,EAST,4
2021-01-01,HERMIT,12
2021-01-01,MADISO,2
2021-01-01,MIDTOW,5
2021-01-01,NORTH,5
2021-01-01,SOUTH,18
2021-01-01,WEST,5
2021-01-02,CENTRA,3
2021-01-02,EAST,5
2021-01-02,HERMIT,3
2021-01-02,MADISO,2
2021-01-02,MIDTOW,6
2021-01-02,NORTH,5
2021-01-02,SOUTH,6
2021-01-02,WEST,4
2021-01-03,CENTRA,1
2021-01-03,EAST,2
2021-01-03,HERMIT,8
2021-01-03,MIDTOW,2
2021-01-03,NORTH,7
2021-01-03,SOUTH,8
2021-01-03,WEST,2
2021-01-04,EAST,3
2021-01-04,HERMIT,4
2021-01-04,MADISO,5
2021-01-04,MIDTOW,5
2021-01-04,NORTH,13
2021-01-04,SOUTH,11
2021-01-04,WEST,5
2021-01-05,CENTRA,1
2021-01-05,EAST,4
2021-01-05,HERMIT,8
2021-01-05,MADISO,8
2021-01-05,MIDTOW,7
2021-01-05,NORTH,3
2021-01-05,SOUTH,8
2021-01-05,WEST,4
2021-01-06,CENTRA,3
2021-01-06,EAST,1
2021-01-06,HERMIT,3
2021-01-06,MADISO,2
2021-01-06,MIDTOW,13
2021-01-06,NORTH,3
2021-01-06,SOUTH,6
2021-01-06,WEST,3
2021-01-07,CENTRA,2
2021-01-07,EAST,1
2021-01-07,HERMIT,6
2021-01-07,MADISO,6
2021-01-07,MIDTOW,9
2021-01-07,NORTH,4
2021-01-07,SOUTH,10
2021-01-07,WEST,8
2021-01-08,CENTRA,7
2021-01-08,EAST,2
2021-01-08,HERMIT,7
2021-01-08,MADISO,4
2021-01-08,MIDTOW,5
2021-01-08,NORTH,3
2021-01-08,SOUTH,15
2021-01-08,WEST,3
2021-01-09,CENTRA,2
2021-01-09,EAST,2
2021-01-09,HERMIT,3
2021-01-09,MADISO,3
2021-01-09,MIDTOW,8
2021-01-09,NORTH,3
2021-01-09,SOUTH,11
2021-01-09,WEST,7
2021-01-10,CENTRA,1
2021-01-10,EAST,1
2021-01-10,HERMIT,6
2021-01-10,MADISO,2
2021-01-10,MIDTOW,5
2021-01-10,NORTH,4
2021-01-10,SOUTH,7
2021-01-10,WEST,2
2021-01-11,CENTRA,1
2021-01-11,EAST,3
2021-01-11,HERMIT,10
2021-01-11,MADISO,7
2021-01-11,MIDTOW,7
2021-01-11,NORTH,1
2021-01-11,SOUTH,10
2021-01-11,WEST,8
2021-01-12,CENTRA,1
2021-01-12,EAST,7
2021-01-12,HERMIT,9
2021-01-12,MADISO,2
2021-01-12,MIDTOW,5
2021-01-12,NORTH,2
2021-01-12,SOUTH,8
2021-01-12,WEST,7
2021-01-13,CENTRA,5
2021-01-13,EAST,1
2021-01-13,HERMIT,9
2021-01-13,MADISO,1
2021-01-13,MIDTOW,13
2021-01-13,NORTH,11
2021-01-13,SOUTH,10
2021-01-13,WEST,1
2021-01-14,CENTRA,3
2021-01-14,EAST,7
2021-01-14,HERMIT,7
2021-01-14,MADISO,3
2021-01-14,MIDTOW,11
2021-01-14,NORTH,3
2021-01-14,SOUTH,22
2021-01-14,WEST,7
2021-01-15,CENTRA,6
2021-01-15,EAST,6
2021-01-15,HERMIT,8
2021-01-15,MADISO,4
2021-01-15,MIDTOW,7
2021-01-15,NORTH,4
2021-01-15,SOUTH,15
2021-01-15,WEST,6
2021-01-16,CENTRA,3
2021-01-16,EAST,1
2021-01-16,HERMIT,8
2021-01-16,MADISO,7
2021-01-16,MIDTOW,2
2021-01-16,NORTH,8
2021-01-16,SOUTH,11
2021-01-16,WEST,3
2021-01-17,HERMIT,5
2021-01-17,MADISO,6
2021-01-17,MIDTOW,3
2021-01-17,NORTH,4
2021-01-17,SOUTH,7
2021-01-17,WEST,7
2021-01-18,CENTRA,1
2021-01-18,EAST,1
2021-01-18,HERMIT,8
2021-01-18,MADISO,4
2021-01-18,MIDTOW,7
2021-01-18,NORTH,4
2021-01-18,SOUTH,16
2021-01-19,CENTRA,3
2021-01-19,EAST,4
2021-01-19,HERMIT,7
2021-01-19,MADISO,3
2021-01-19,MIDTOW,8
2021-01-19,NORTH,4
2021-01-19,SOUTH,14
2021-01-19,WEST,2
2021-01-20,CENTRA,3
2021-01-20,EAST,5
2021-01-20,HERMIT,6
2021-01-20,MADISO,7
2021-01-20,MIDTOW,7
2021-01-20,NORTH,6
2021-01-20,SOUTH,3
2021-01-20,WEST,7
2021-01-21,CENTRA,4
2021-01-21,EAST,4
2021-01-21,HERMIT,10
2021-01-21,MADISO,7
2021-01-21,MIDTOW,8
2021-01-21,NORTH,6
2021-01-21,SOUTH,16
2021-01-21,WEST,6
2021-01-22,CENTRA,5
2021-01-22,EAST,3
2021-01-22,HERMIT,13
2021-01-22,MADISO,4
2021-01-22,MIDTOW,12
2021-01-22,NORTH,5
2021-01-22,SOUTH,15
2021-01-22,WEST,5
2021-01-23,CENTRA,1
2021-01-23,EAST,3
2021-01-23,HERMIT,5
2021-01-23,MADISO,1
2021-01-23,MIDTOW,9
2021-01-23,NORTH,4
2021-01-23,SOUTH,10
2021-01-23,WEST,4
2021-01-24,CENTRA,1
2021-01-24,EAST,2
2021-01-24,HERMIT,17
2021-01-24,MADISO,10
2021-01-24,MIDTOW,8
2021-01-24,NORTH,2
2021-01-24,SOUTH,8
2021-01-24,WEST,1
2021-01-25,CENTRA,8
2021-01-25,EAST,8
2021-01-25,HERMIT,11
2021-01-25,MADISO,6
2021-01-25,MIDTOW,16
2021-01-25,NORTH,5
2021-01-25,SOUTH,20
2021-01-25,WEST,2
2021-01-26,CENTRA,1
2021-01-26,EAST,8
2021-01-26,HERMIT,11
2021-01-26,MADISO,7
2021-01-26,MIDTOW,7
2021-01-26,NORTH,5
2021-01-26,SOUTH,11
2021-01-26,WEST,5
2021-01-27,CENTRA,2
2021-01-27,EAST,5
2021-01-27,HERMIT,1
2021-01-27,MADISO,4
2021-01-27,MIDTOW,1
2021-01-27,NORTH,11
2021-01-27,SOUTH,5
2021-01-27,WEST,3
2021-01-28,CENTRA,2
2021-01-28,EAST,3
2021-01-28,HERMIT,5
2021-01-28,MADISO,1
2021-01-28,MIDTOW,4
2021-01-28,NORTH,5
2021-01-28,SOUTH,16
2021-01-28,WEST,4
2021-01-29,CENTRA,3
2021-01-29,EAST,4
2021-01-29,HERMIT,7
2021-01-29,MADISO,1
2021-01-29,MIDTOW,9
2021-01-29,NORTH,5
2021-01-29,SOUTH,14
2021-01-29,WEST,6
2021-01-30,CENTRA,4
2021-01-30,EAST,4
2021-01-30,HERMIT,12
2021-01-30,MADISO,3
2021-01-30,MIDTOW,2
2021-01-30,NORTH,9
2021-01-30,SOUTH,18
2021-01-31,CENTRA,2
2021-01-31,EAST,1
2021-01-31,HERMIT,7
2021-01-31,MADISO,1
2021-01-31,MIDTOW,2
2021-01-31,NORTH,6
2021-01-31,SOUTH,10
2021-01-31,WEST,3
2021-02-01,CENTRA,2
2021-02-01,EAST,8
2021-02-01,HERMIT,9
2021-02-01,MADISO,1
2021-02-01,MIDTOW,9
2021-02-01,NORTH,9
2021-02-01,SOUTH,10
2021-02-01,WEST,4
2021-02-02,CENTRA,1
2021-02-02,EAST,2
2021-02-02,HERMIT,5
2021-02-02,MADISO,4
2021-02-02,MIDTOW,7
2021-02-02,NORTH,5
2021-02-02,SOUTH,5
2021-02-02,WEST,7
2021-02-03,CENTRA,5
2021-02-03,EAST,5
2021-02-03,HERMIT,10
2021-02-03,MADISO,2
2021-02-03,MIDTOW,9
2021-02-03,NORTH,6
2021-02-03,SOUTH,19
2021-02-03,WEST,6
2021-02-04,CENTRA,2
2021-02-04,EAST,6
2021-02-04,HERMIT,8
2021-02-04,MADISO,3
2021-02-04,MIDTOW,16
2021-02-04,NORTH,4
2021-02-04,SOUTH,12
2021-02-04,WEST,8
2021-02-05,CENTRA,5
2021-02-05,EAST,9
2021-02-05,HERMIT,6
2021-02-05,MADISO,8
2021-02-05,MIDTOW,9
2021-02-05,NORTH,9
2021-02-05,SOUTH,18
2021-02-05,WEST,6
2021-02-06,CENTRA,1
2021-02-06,EAST,7
2021-02-06,HERMIT,9
2021-02-06,MADISO,5
2021-02-06,MIDTOW,4
2021-02-06,NORTH,5
2021-02-06,SOUTH,15
2021-02-06,WEST,2
2021-02-07,CENTRA,1
2021-02-07,EAST,7
2021-02-07,HERMIT,12
2021-02-07,MIDTOW,4
2021-02-07,NORTH,3
2021-02-07,SOUTH,13
2021-02-07,WEST,2
2021-02-08,CENTRA,3
2021-02-08,EAST,3
2021-02-08,HERMIT,8
2021-02-08,MADISO,3
2021-02-08,MIDTOW,9
2021-02-08,NORTH,1
2021-02-08,SOUTH,15
2021-02-08,WEST,4
2021-02-09,CENTRA,3
2021-02-09,EAST,3
2021-02-09,HERMIT,6
2021-02-09,MADISO,3
2021-02-09,MIDTOW,6
2021-02-09,NORTH,4
2021-02-09,SOUTH,10
2021-02-09,WEST,2
2021-02-10,CENTRA,2
2021-02-10,EAST,2
