date,precinct,accident_count
2021-02-10,HERMIT,8
2021-02-10,MADISO,1
2021-02-10,MIDTOW,6
2021-02-10,NORTH,9
2021-02-10,SOUTH,5
2021-02-10,WEST,4
2021-02-11,CENTRA,4
2021-02-11,EAST,7
2021-02-11,HERMIT,10
2021-02-11,MADISO,7
2021-02-11,MIDTOW,4
2021-02-11,NORTH,10
2021-02-11,SOUTH,14
2021-02-11,WEST,7
2021-02-12,CENTRA,5
2021-02-12,EAST,6
2021-02-12,HERMIT,6
2021-02-12,MADISO,3
2021-02-12,MIDTOW,18
2021-02-12,NORTH,4
2021-02-12,SOUTH,10
2021-02-12,WEST,9
2021-02-13,CENTRA,3
2021-02-13,EAST,2
2021-02-13,HERMIT,7
2021-02-13,MADISO,5
2021-02-13,MIDTOW,7
2021-02-13,NORTH,3
2021-02-13,SOUTH,10
2021-02-13,WEST,4
2021-02-14,CENTRA,7
2021-02-14,EAST,9
2021-02-14,HERMIT,34
2021-02-14,MADISO,12
2021-02-14,MIDTOW,26
2021-02-14,NORTH,20
2021-02-14,SOUTH,62
2021-02-14,WEST,18
2021-02-15,CENTRA,1
2021-02-15,EAST,1
2021-02-15,HERMIT,3
2021-02-15,MADISO,3
2021-02-15,NORTH,1
2021-02-15,SOUTH,6
2021-02-15,WEST,1
2021-02-16,EAST,2
2021-02-16,HERMIT,4
2021-02-16,MADISO,2
2021-02-16,MIDTOW,7
2021-02-16,NORTH,2
2021-02-16,SOUTH,4
2021-02-16,WEST,2
2021-02-17,CENTRA,3
2021-02-17,EAST,1
2021-02-17,HERMIT,4
2021-02-17,MADISO,4
2021-02-17,MIDTOW,3
2021-02-17,NORTH,1
2021-02-17,SOUTH,12
2021-02-17,WEST,1
2021-02-18,CENTRA,1
2021-02-18,EAST,4
2021-02-18,HERMIT,5
2021-02-18,MADISO,2
2021-02-18,MIDTOW,1
2021-02-18,NORTH,6
2021-02-18,SOUTH,11
2021-02-18,WEST,4
2021-02-19,HERMIT,4
2021-02-19,MADISO,6
2021-02-19,MIDTOW,5
2021-02-19,NORTH,3
2021-02-19,SOUTH,21
2021-02-19,WEST,4
2021-02-20,CENTRA,3
2021-02-20,EAST,4
2021-02-20,HERMIT,3
2021-02-20,MADISO,6
2021-02-20,MIDTOW,6
2021-02-20,NORTH,7
2021-02-20,SOUTH,12
2021-02-20,WEST,5
2021-02-21,CENTRA,3
2021-02-21,HERMIT,6
2021-02-21,MADISO,3
2021-02-21,MIDTOW,3
2021-02-21,NORTH,6
2021-02-21,SOUTH,7
2021-02-21,WEST,3
2021-02-22,CENTRA,2
2021-02-22,EAST,2
2021-02-22,HERMIT,8
2021-02-22,MADISO,6
2021-02-22,MIDTOW,4
2021-02-22,NORTH,4
2021-02-22,SOUTH,18
2021-02-22,WEST,6
2021-02-23,CENTRA,5
2021-02-23,EAST,4
2021-02-23,HERMIT,18
2021-02-23,MADISO,7
2021-02-23,MIDTOW,3
2021-02-23,NORTH,9
2021-02-23,SOUTH,8
2021-02-23,WEST,9
2021-02-24,CENTRA,8
2021-02-24,EAST,4
2021-02-24,HERMIT,4
2021-02-24,MADISO,4
2021-02-24,MIDTOW,6
2021-02-24,NORTH,6
2021-02-24,SOUTH,11
2021-02-24,WEST,9
2021-02-25,CENTRA,3
2021-02-25,EAST,2
2021-02-25,HERMIT,10
2021-02-25,MADISO,5
2021-02-25,MIDTOW,12
2021-02-25,NORTH,7
2021-02-25,SOUTH,9
2021-02-25,WEST,6
2021-02-26,CENTRA,2
2021-02-26,EAST,7
2021-02-26,HERMIT,13
2021-02-26,MADISO,3
2021-02-26,MIDTOW,7
2021-02-26,NORTH,3
2021-02-26,SOUTH,17
2021-02-26,WEST,4
2021-02-27,CENTRA,7
2021-02-27,EAST,3
2021-02-27,HERMIT,10
2021-02-27,MADISO,2
2021-02-27,MIDTOW,12
2021-02-27,NORTH,6
2021-02-27,SOUTH,11
2021-02-27,WEST,11
2021-02-28,CENTRA,4
2021-02-28,EAST,3
2021-02-28,HERMIT,15
2021-02-28,MADISO,4
2021-02-28,MIDTOW,5
2021-02-28,NORTH,2
2021-02-28,SOUTH,9
2021-02-28,WEST,6
2021-03-01,CENTRA,5
2021-03-01,EAST,3
2021-03-01,HERMIT,7
2021-03-01,MADISO,6
2021-03-01,MIDTOW,12
2021-03-01,NORTH,6
2021-03-01,SOUTH,10
2021-03-01,WEST,4
2021-03-02,CENTRA,1
2021-03-02,EAST,2
2021-03-02,HERMIT,7
2021-03-02,MADISO,3
2021-03-02,MIDTOW,8
2021-03-02,NORTH,6
2021-03-02,SOUTH,11
2021-03-02,WEST,3
2021-03-03,CENTRA,1
2021-03-03,EAST,5
2021-03-03,HERMIT,8
2021-03-03,MADISO,2
2021-03-03,MIDTOW,6
2021-03-03,NORTH,9
2021-03-03,SOUTH,20
2021-03-03,WEST,8
2021-03-04,CENTRA,1
2021-03-04,EAST,4
2021-03-04,HERMIT,9
2021-03-04,MADISO,6
2021-03-04,MIDTOW,10
2021-03-04,NORTH,3
2021-03-04,SOUTH,14
2021-03-04,WEST,5
2021-03-05,CENTRA,3
2021-03-05,HERMIT,12
2021-03-05,MADISO,4
2021-03-05,MIDTOW,7
2021-03-05,NORTH,11
2021-03-05,SOUTH,13
2021-03-05,WEST,5
2021-03-06,CENTRA,1
2021-03-06,EAST,3
2021-03-06,HERMIT,9
2021-03-06,MADISO,2
2021-03-06,MIDTOW,6
2021-03-06,NORTH,6
2021-03-06,SOUTH,13
2021-03-06,WEST,6
2021-03-07,CENTRA,4
2021-03-07,EAST,3
2021-03-07,HERMIT,2
2021-03-07,MADISO,4
2021-03-07,MIDTOW,6
2021-03-07,NORTH,3
2021-03-07,SOUTH,7
2021-03-07,WEST,5
2021-03-08,CENTRA,6
2021-03-08,EAST,5
2021-03-08,HERMIT,7
2021-03-08,MADISO,11
2021-03-08,MIDTOW,7
2021-03-08,NORTH,8
2021-03-08,SOUTH,8
2021-03-08,WEST,5
2021-03-09,CENTRA,6
2021-03-09,EAST,7
2021-03-09,HERMIT,3
2021-03-09,MADISO,1
2021-03-09,MIDTOW,5
2021-03-09,NORTH,4
2021-03-09,SOUTH,8
2021-03-09,WEST,4
2021-03-10,CENTRA,3
2021-03-10,EAST,4
2021-03-10,HERMIT,10
2021-03-10,MADISO,4
2021-03-10,MIDTOW,2
2021-03-10,NORTH,8
2021-03-10,SOUTH,11
2021-03-10,WEST,12
2021-03-11,EAST,3
2021-03-11,HERMIT,4
2021-03-11,MADISO,2
2021-03-11,MIDTOW,7
2021-03-11,NORTH,3
2021-03-11,SOUTH,9
2021-03-11,WEST,7
2021-03-12,CENTRA,8
2021-03-12,EAST,5
2021-03-12,HERMIT,16
2021-03-12,MADISO,10
2021-03-12,MIDTOW,13
2021-03-12,NORTH,10
2021-03-12,SOUTH,16
2021-03-12,WEST,6
2021-03-13,CENTRA,6
2021-03-13,EAST,4
2021-03-13,HERMIT,8
2021-03-13,MADISO,5
2021-03-13,MIDTOW,3
2021-03-13,NORTH,8
2021-03-13,SOUTH,12
2021-03-14,CENTRA,5
2021-03-14,EAST,1
2021-03-14,HERMIT,6
2021-03-14,MADISO,6
2021-03-14,MIDTOW,1
2021-03-14,NORTH,1
2021-03-14,SOUTH,7
2021-03-14,WEST,2
2021-03-15,CENTRA,3
2021-03-15,EAST,5
2021-03-15,HERMIT,6
2021-03-15,MADISO,4
2021-03-15,MIDTOW,7
2021-03-15,NORTH,8
2021-03-15,SOUTH,5
2021-03-15,WEST,7
2021-03-16,CENTRA,3
2021-03-16,EAST,4
2021-03-16,HERMIT,9
2021-03-16,MADISO,5
2021-03-16,MIDTOW,7
2021-03-16,NORTH,2
2021-03-16,SOUTH,7
2021-03-16,WEST,4
2021-03-17,CENTRA,5
2021-03-17,EAST,5
2021-03-17,HERMIT,9
2021-03-17,MADISO,5
2021-03-17,MIDTOW,6
2021-03-17,NORTH,11
2021-03-17,SOUTH,10
2021-03-17,WEST,8
2021-03-18,CENTRA,4
2021-03-18,EAST,1
2021-03-18,HERMIT,9
2021-03-18,MADISO,3
2021-03-18,MIDTOW,4
2021-03-18,NORTH,7
2021-03-18,SOUTH,18
2021-03-18,WEST,5
2021-03-19,CENTRA,8
2021-03-19,EAST,6
2021-03-19,HERMIT,9
2021-03-19,MADISO,2
2021-03-19,MIDTOW,5
2021-03-19,NORTH,10
2021-03-19,SOUTH,10
2021-03-19,WEST,8
2021-03-20,CENTRA,5
2021-03-20,EAST,4
2021-03-20,HERMIT,8
2021-03-20,MADISO,4
2021-03-20,MIDTOW,4
2021-03-20,NORTH,8
2021-03-20,SOUTH,12
2021-03-20,WEST,3
2021-03-21,CENTRA,2
2021-03-21,EAST,3
2021-03-21,HERMIT,5
2021-03-21,MADISO,3
2021-03-21,NORTH,6
2021-03-21,SOUTH,15
2021-03-22,CENTRA,1
2021-03-22,EAST,3
2021-03-22,HERMIT,7
2021-03-22,MADISO,1
2021-03-22,MIDTOW,3
2021-03-22,NORTH,5
2021-03-22,SOUTH,10
2021-03-22,WEST,8
2021-03-23,CENTRA,6
2021-03-23,EAST,2
2021-03-23,HERMIT,7
2021-03-23,MADISO,7
2021-03-23,MIDTOW,7
2021-03-23,NORTH,4
2021-03-23,SOUTH,11
2021-03-23,WEST,3
2021-03-24,CENTRA,4
2021-03-24,EAST,2
2021-03-24,HERMIT,11
2021-03-24,MADISO,3
2021-03-24,MIDTOW,6
2021-03-24,NORTH,7
2021-03-24,SOUTH,15
2021-03-24,WEST,7
2021-03-25,CENTRA,5
2021-03-25,EAST,6
2021-03-25,HERMIT,13
2021-03-25,MADISO,6
2021-03-25,MIDTOW,7
2021-03-25,NORTH,7
2021-03-25,SOUTH,18
2021-03-25,WEST,6
2021-03-26,CENTRA,6
2021-03-26,EAST,4
2021-03-26,HERMIT,13
2021-03-26,MADISO,6
2021-03-26,MIDTOW,8
2021-03-26,NORTH,7
2021-03-26,SOUTH,19
2021-03-26,WEST,10
2021-03-27,CENTRA,7
2021-03-27,EAST,5
2021-03-27,HERMIT,5
2021-03-27,MADISO,3
2021-03-27,MIDTOW,13
2021-03-27,NORTH,2
2021-03-27,SOUTH,13
2021-03-27,WEST,10
2021-03-28,CENTRA,5
2021-03-28,EAST,6
2021-03-28,HERMIT,10
2021-03-28,MADISO,2
2021-03-28,MIDTOW,10
2021-03-28,NORTH,6
2021-03-28,SOUTH,11
2021-03-28,WEST,5
2021-03-29,CENTRA,3
2021-03-29,EAST,3
2021-03-29,HERMIT,7
2021-03-29,MADISO,7
2021-03-29,MIDTOW,5
2021-03-29,NORTH,3
2021-03-29,SOUTH,15
2021-03-29,WEST,6
2021-03-30,CENTRA,4
2021-03-30,HERMIT,7
2021-03-30,MADISO,2
2021-03-30,MIDTOW,13
2021-03-30,NORTH,3
2021-03-30,SOUTH,15
2021-03-30,WEST,5
2021-03-31,CENTRA,4
2021-03-31,EAST,3
2021-03-31,HERMIT,8
2021-03-31,MADISO,6
2021-03-31,MIDTOW,10
2021-03-31,NORTH,3
2021-03-31,SOUTH,9
2021-03-31,WEST,3
2021-04-01,CENTRA,9
2021-04-01,EAST,4
2021-04-01,HERMIT,19
2021-04-01,MADISO,11
2021-04-01,MIDTOW,11
2021-04-01,NORTH,8
2021-04-01,SOUTH,20
2021-04-01,WEST,13
2021-04-02,CENTRA,9
2021-04-02,EAST,4
2021-04-02,HERMIT,12
2021-04-02,MADISO,7
2021-04-02,MIDTOW,8
2021-04-02,NORTH,7
2021-04-02,SOUTH,12
2021-04-02,WEST,4
2021-04-03,CENTRA,6
2021-04-03,EAST,4
2021-04-03,HERMIT,15
2021-04-03,MADISO,10
2021-04-03,MIDTOW,3
2021-04-03,NORTH,5
2021-04-03,SOUTH,16
2021-04-03,WEST,8
2021-04-04,CENTRA,1
2021-04-04,EAST,5
2021-04-04,HERMIT,9
2021-04-04,MADISO,5
2021-04-04,MIDTOW,6
2021-04-04,NORTH,2
2021-04-04,SOUTH,17
2021-04-04,WEST,1
2021-04-05,CENTRA,1
2021-04-05,EAST,7
2021-04-05,HERMIT,8
2021-04-05,MADISO,6
2021-04-05,MIDTOW,5
2021-04-05,NORTH,3
2021-04-05,SOUTH,10
2021-04-05,WEST,8
2021-04-06,CENTRA,6
2021-04-06,EAST,3
2021-04-06,HERMIT,7
2021-04-06,MADISO,6
2021-04-06,MIDTOW,10
2021-04-06,NORTH,4
2021-04-06,SOUTH,14
2021-04-06,WEST,5
2021-04-07,CENTRA,6
2021-04-07,EAST,5
2021-04-07,HERMIT,14
2021-04-07,MADISO,6
2021-04-07,MIDTOW,16
2021-04-07,NORTH,4
2021-04-07,SOUTH,16
2021-04-07,WEST,3
2021-04-08,CENTRA,2
2021-04-08,EAST,2
2021-04-08,HERMIT,10
2021-04-08,MADISO,5
2021-04-08,MIDTOW,6
2021-04-08,NORTH,3
2021-04-08,SOUTH,12
2021-04-08,WEST,8
2021-04-09,CENTRA,6
2021-04-09,EAST,5
2021-04-09,HERMIT,10
2021-04-09,MADISO,5
2021-04-09,MIDTOW,5
2021-04-09,NORTH,6
2021-04-09,SOUTH,17
2021-04-09,WEST,3
2021-04-10,CENTRA,5
2021-04-10,EAST,5
2021-04-10,HERMIT,8
2021-04-10,MADISO,4
2021-04-10,MIDTOW,7
2021-04-10,NORTH,6
2021-04-10,SOUTH,9
2021-04-10,WEST,3
2021-04-11,CENTRA,6
2021-04-11,EAST,3
2021-04-11,HERMIT,16
2021-04-11,MADISO,3
2021-04-11,MIDTOW,4
2021-04-11,NORTH,3
2021-04-11,SOUTH,11
2021-04-11,WEST,5
2021-04-12,CENTRA,1
2021-04-12,EAST,2
2021-04-12,HERMIT,5
2021-04-12,MADISO,5
2021-04-12,NORTH,3
2021-04-12,SOUTH,8
2021-04-12,WEST,3
2021-04-13,EAST,2
2021-04-13,HERMIT,4
2021-04-13,MADISO,2
2021-04-13,MIDTOW,6
2021-04-13,NORTH,2
2021-04-13,SOUTH,11
2021-04-13,WEST,3
2021-04-14,CENTRA,2
2021-04-14,EAST,2
2021-04-14,HERMIT,3
2021-04-14,MADISO,3
2021-04-14,MIDTOW,5
2021-04-14,NORTH,2
2021-04-14,SOUTH,8
2021-04-14,WEST,1
2021-04-15,CENTRA,6
2021-04-15,EAST,4
2021-04-15,HERMIT,6
2021-04-15,MADISO,1
2021-04-15,NORTH,5
2021-04-15,SOUTH,10
2021-04-15,WEST,7
2021-04-16,CENTRA,2
2021-04-16,EAST,5
2021-04-16,HERMIT,4
2021-04-16,MADISO,4
2021-04-16,MIDTOW,4
2021-04-16,NORTH,3
2021-04-16,SOUTH,11
2021-04-16,WEST,1
2021-04-17,CENTRA,4
2021-04-17,EAST,3
2021-04-17,HERMIT,5
2021-04-17,MADISO,7
2021-04-17,MIDTOW,5
2021-04-17,NORTH,7
2021-04-17,SOUTH,12
2021-04-17,WEST,1
2021-04-18,CENTRA,5
2021-04-18,EAST,1
2021-04-18,HERMIT,3
2021-04-18,MADISO,3
2021-04-18,MIDTOW,6
2021-04-18,NORTH,5
2021-04-18,SOUTH,9
2021-04-18,WEST,3
2021-04-19,CENTRA,2
2021-04-19,EAST,1
2021-04-19,HERMIT,7
2021-04-19,MADISO,8
2021-04-19,MIDTOW,4
2021-04-19,NORTH,5
2021-04-19,SOUTH,9
2021-04-19,WEST,1
2021-04-20,CENTRA,3
2021-04-20,EAST,4
2021-04-20,HERMIT,5
2021-04-20,MADISO,2
2021-04-20,MIDTOW,7
2021-04-20,NORTH,5
2021-04-20,SOUTH,5
2021-04-20,WEST,3
2021-04-21,CENTRA,1
2021-04-21,EAST,6
2021-04-21,HERMIT,4
2021-04-21,MADISO,5
2021-04-21,MIDTOW,10
2021-04-21,NORTH,6
2021-04-21,SOUTH,10
2021-04-21,WEST,3
2021-04-22,CENTRA,4
2021-04-22,EAST,4
2021-04-22,HERMIT,13
2021-04-22,MIDTOW,11
2021-04-22,NORTH,8
2021-04-22,SOUTH,13
2021-04-22,WEST,5
2021-04-23,CENTRA,3
2021-04-23,EAST,10
2021-04-23,HERMIT,10
2021-04-23,MADISO,11
2021-04-23,MIDTOW,7
2021-04-23,NORTH,6
2021-04-23,SOUTH,13
2021-04-23,WEST,6
2021-04-24,CENTRA,4
2021-04-24,EAST,9
2021-04-24,HERMIT,18
2021-04-24,MADISO,11
2021-04-24,MIDTOW,14
2021-04-24,NORTH,10
2021-04-24,SOUTH,9
2021-04-24,WEST,6
2021-04-25,CENTRA,1
2021-04-25,EAST,6
2021-04-25,HERMIT,14
2021-04-25,MIDTOW,7
2021-04-25,NORTH,4
2021-04-25,SOUTH,6
2021-04-25,WEST,3
2021-04-26,CENTRA,1
2021-04-26,EAST,6
2021-04-26,HERMIT,13
2021-04-26,MADISO,4
2021-04-26,MIDTOW,4
2021-04-26,NORTH,3
2021-04-26,SOUTH,12
2021-04-26,WEST,6
2021-04-27,CENTRA,6
2021-04-27,EAST,4
2021-04-27,HERMIT,5
2021-04-27,MADISO,10
2021-04-27,MIDTOW,3
2021-04-27,NORTH,8
2021-04-27,SOUTH,19
2021-04-27,WEST,5
2021-04-28,CENTRA,3
2021-04-28,EAST,5
2021-04-28,HERMIT,10
2021-04-28,MADISO,4
2021-04-28,MIDTOW,10
2021-04-28,NORTH,8
2021-04-28,SOUTH,17
2021-04-28,WEST,6
2021-04-29,CENTRA,6
2021-04-29,EAST,10
2021-04-29,HERMIT,9
2021-04-29,MADISO,6
2021-04-29,MIDTOW,11
2021-04-29,NORTH,7
2021-04-29,SOUTH,15
2021-04-29,WEST,4
2021-04-30,CENTRA,5
2021-04-30,EAST,6
2021-04-30,HERMIT,12
2021-04-30,MADISO,7
2021-04-30,MIDTOW,11
2021-04-30,NORTH,9
2021-04-30,SOUTH,13
2021-04-30,WEST,9
2021-05-01,CENTRA,6
2021-05-01,EAST,3
2021-05-01,HERMIT,8
2021-05-01,MADISO,3
2021-05-01,MIDTOW,9
2021-05-01,NORTH,6
2021-05-01,SOUTH,11
2021-05-01,WEST,3
2021-05-02,CENTRA,4
2021-05-02,EAST,2
2021-05-02,HERMIT,8
2021-05-02,MADISO,1
2021-05-02,MIDTOW,6
2021-05-02,NORTH,2
2021-05-02,SOUTH,12
2021-05-02,WEST,1
2021-05-03,CENTRA,6
2021-05-03,EAST,5
2021-05-03,HERMIT,12
2021-05-03,MADISO,3
2021-05-03,MIDTOW,6
2021-05-03,NORTH,4
2021-05-03,SOUTH,12
2021-05-03,WEST,1
2021-05-04,CENTRA,4
2021-05-04,EAST,10
2021-05-04,HERMIT,6
2021-05-04,MADISO,6
2021-05-04,MIDTOW,7
2021-05-04,NORTH,3
2021-05-04,SOUTH,12
2021-05-04,WEST,6
2021-05-05,CENTRA,5
2021-05-05,EAST,12
2021-05-05,HERMIT,10
2021-05-05,MADISO,6
2021-05-05,MIDTOW,5
2021-05-05,NORTH,5
2021-05-05,SOUTH,15
2021-05-05,WEST,3
2021-05-06,CENTRA,4
2021-05-06,EAST,5
2021-05-06,HERMIT,12
2021-05-06,MADISO,4
2021-05-06,MIDTOW,6
2021-05-06,NORTH,4
2021-05-06,SOUTH,15
2021-05-06,WEST,3
2021-05-07,CENTRA,4
2021-05-07,EAST,5
2021-05-07,HERMIT,11
2021-05-07,MADISO,2
2021-05-07,MIDTOW,10
2021-05-07,NORTH,8
2021-05-07,SOUTH,12
2021-05-07,WEST,8
2021-05-08,CENTRA,2
2021-05-08,HERMIT,8
2021-05-08,MADISO,7
2021-05-08,MIDTOW,3
2021-05-08,NORTH,4
2021-05-08,SOUTH,12
2021-05-08,WEST,6
2021-05-09,CENTRA,6
2021-05-09,EAST,3
2021-05-09,HERMIT,7
2021-05-09,MADISO,8
2021-05-09,MIDTOW,3
2021-05-09,NORTH,6
2021-05-09,SOUTH,12
2021-05-09,WEST,4
2021-05-10,CENTRA,1
2021-05-10,EAST,3
2021-05-10,HERMIT,6
2021-05-10,MADISO,3
2021-05-10,MIDTOW,7
2021-05-10,NORTH,6
2021-05-10,SOUTH,15
2021-05-10,WEST,3
2021-05-11,CENTRA,3
2021-05-11,EAST,4
2021-05-11,HERMIT,4
2021-05-11,MADISO,4
2021-05-11,MIDTOW,7
2021-05-11,NORTH,5
2021-05-11,SOUTH,10
2021-05-11,WEST,3
2021-05-12,CENTRA,5
2021-05-12,EAST,7
2021-05-12,HERMIT,5
2021-05-12,MADISO,5
2021-05-12,MIDTOW,7
2021-05-12,NORTH,6
2021-05-12,SOUTH,7
2021-05-12,WEST,5
2021-05-13,CENTRA,4
2021-05-13,EAST,11
2021-05-13,HERMIT,12
2021-05-13,MADISO,8
2021-05-13,MIDTOW,6
2021-05-13,NORTH,4
2021-05-13,SOUTH,17
2021-05-13,WEST,1
2021-05-14,CENTRA,11
2021-05-14,EAST,4
2021-05-14,HERMIT,14
2021-05-14,MADISO,5
2021-05-14,MIDTOW,11
2021-05-14,NORTH,5
2021-05-14,SOUTH,10
2021-05-14,WEST,2
2021-05-15,CENTRA,5
2021-05-15,EAST,4
2021-05-15,HERMIT,7
2021-05-15,MADISO,8
2021-05-15,MIDTOW,5
2021-05-15,NORTH,6
2021-05-15,SOUTH,19
2021-05-15,WEST,9
2021-05-16,CENTRA,1
2021-05-16,EAST,3
2021-05-16,HERMIT,8
2021-05-16,MADISO,4
2021-05-16,MIDTOW,7
2021-05-16,NORTH,4
2021-05-16,SOUTH,18
2021-05-16,WEST,4
2021-05-17,CENTRA,1
2021-05-17,EAST,1
2021-05-17,HERMIT,4
2021-05-17,MADISO,1
2021-05-17,MIDTOW,7
2021-05-17,NORTH,4
2021-05-17,SOUTH,14
2021-05-17,WEST,4
2021-05-18,CENTRA,6
2021-05-18,EAST,7
2021-05-18,HERMIT,6
2021-05-18,MADISO,3
2021-05-18,MIDTOW,4
2021-05-18,NORTH,4
2021-05-18,SOUTH,14
2021-05-18,WEST,8
2021-05-19,CENTRA,9
2021-05-19,EAST,4
2021-05-19,HERMIT,13
2021-05-19,MADISO,1
2021-05-19,MIDTOW,11
2021-05-19,NORTH,5
2021-05-19,SOUTH,21
2021-05-19,WEST,5
2021-05-20,CENTRA,3
2021-05-20,EAST,4
2021-05-20,HERMIT,10
2021-05-20,MADISO,4
2021-05-20,MIDTOW,7
2021-05-20,NORTH,6
2021-05-20,SOUTH,12
2021-05-20,WEST,4
2021-05-21,CENTRA,4
2021-05-21,EAST,4
2021-05-21,HERMIT,10
2021-05-21,MADISO,5
2021-05-21,MIDTOW,3
2021-05-21,NORTH,1
2021-05-21,SOUTH,14
2021-05-21,WEST,5
2021-05-22,CENTRA,3
2021-05-22,EAST,5
2021-05-22,HERMIT,9
2021-05-22,MADISO,8
2021-05-22,MIDTOW,5
2021-05-22,NORTH,9
2021-05-22,SOUTH,20
2021-05-22,WEST,9
2021-05-23,CENTRA,4
2021-05-23,EAST,3
2021-05-23,HERMIT,8
2021-05-23,MADISO,5
2021-05-23,MIDTOW,4
2021-05-23,NORTH,5
2021-05-23,SOUTH,5
2021-05-23,WEST,3
